 2, 6, 5, 6, 40, 101, 1105, 424, 126, 22, 8, 5, 3, 8, 3, 14, 3, 3, 1, 0, 0, 0, 2, 4, 8, 4, 3, 6, 18, 55, 33;
 0, 0, 2, 8, 2, 3, 6, 74, 5, 4, 11, 242, 1428, 56, 4, 12, 3, 2, 14, 6, 3, 0, 0, 0, 0, 1, 3, 10, 2, 1, 4;
 0, 0, 0, 0, 1, 5, 4, 2, 2, 2, 17, 60, 6, 3, 6, 21, 110, 180, 452, 829, 150, 26, 2, 3, 4, 0, 0, 0, 0, 2, 7;
 0, 1, 4, 7, 51, 1913, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 4, 3, 39, 1332, 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 0, 5, 4, 36, 612, 1322, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 5, 20, 85, 1914, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 1, 11, 54, 1154, 804, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 0, 1, 15, 57, 890, 1062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 1, 10, 31, 71, 1902, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 2, 10, 92, 1135, 785, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 0, 6, 11, 85, 846, 1076, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 0, 0, 2, 3, 2, 6, 3, 34, 8, 2, 12, 72, 160, 214, 475, 633, 74, 7, 6, 3, 7, 4, 11, 4, 5, 5, 7, 4, 9;
 0, 0, 6, 8, 13, 311, 1037, 249, 53, 9, 6, 4, 6, 2, 4, 5, 5, 6, 9, 2, 6, 5, 3, 4, 5, 4, 8, 18, 17, 28, 89;
 0, 0, 1, 5, 8, 25, 659, 689, 250, 42, 5, 14, 3, 3, 2, 3, 7, 4, 13, 3, 2, 5, 5, 5, 3, 7, 10, 15, 18, 50, 77;
 0, 1, 9, 11, 129, 1874, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 8, 7, 66, 1305, 638, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 2, 6, 15, 61, 631, 1310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 4, 6, 10, 96, 1906, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 1, 4, 10, 80, 1284, 646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 1, 5, 12, 48, 758, 1201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 3, 5, 0, 3, 1, 3, 1, 2, 38, 1, 2, 11, 459, 988, 200, 23, 21, 9, 13, 8, 1, 1, 2, 2, 1, 4, 8, 17, 43, 75;
 0, 0, 1, 3, 2, 2, 2, 3, 2, 1, 1, 36, 4, 0, 1, 2, 16, 78, 1091, 487, 33, 12, 11, 2, 2, 3, 2, 2, 0, 1, 17;
 1, 4, 2, 2, 4, 1, 2, 1, 38, 4, 48, 688, 650, 165, 115, 18, 18, 13, 10, 7, 0, 2, 2, 2, 2, 4, 9, 19, 35, 67, 45;
 0, 0, 8, 18, 92, 1901, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
