 0, 8, 7, 67, 1627, 102, 27;
 9, 1927, 0, 0, 0, 0, 0;
 3, 1933, 0, 0, 0, 0, 0;
 0, 1935, 1, 0, 0, 0, 0;
 50, 1930, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 15, 1965, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 4, 3, 6, 1678, 22, 27, 35;
 0, 4, 7, 3, 1689, 26, 26;
 4, 5, 697, 996, 13, 35, 42;
 14, 1966, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 0, 1977, 3, 0, 0, 0, 0;
 27, 1998, 0, 0, 0, 0, 0;
 17, 2008, 0, 0, 0, 0, 0;
 5, 2020, 0, 0, 0, 0, 0;
 13, 1967, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 2, 1977, 1, 0, 0, 0, 0;
 37, 99, 71, 68, 41, 91, 309;
 79, 94, 53, 61, 52, 128, 938;
 125, 68, 63, 52, 80, 193, 1273;
 21, 2004, 0, 0, 0, 0, 0;
 16, 2009, 0, 0, 0, 0, 0;
 2, 2020, 3, 0, 0, 0, 0;
 14, 1966, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 1, 1979, 0, 0, 0, 0, 0;
 22, 2003, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 1, 2024, 0, 0, 0, 0, 0;
 13, 11, 79, 1669, 40, 29, 37;
 5, 12, 10, 81, 1671, 38, 32;
 14, 10, 865, 908, 23, 28, 43;
 17, 1963, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 3, 1975, 2, 0, 0, 0, 0;
 13, 9, 55, 1690, 39, 25, 47;
 7, 11, 10, 79, 1676, 27, 27;
 14, 11, 843, 925, 19, 25, 64;
 24, 2001, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 4, 2021, 0, 0, 0, 0, 0;
 15, 1965, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 60, 1965, 0, 0, 0, 0, 0;
 14, 2011, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 2, 9, 8, 9, 84, 418, 1218;
 10, 11, 11, 1253, 413, 47, 39;
 340, 1132, 214, 37, 38, 34, 146;
 16, 1964, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 23, 2002, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 1, 2024, 0, 0, 0, 0, 0;
 28, 1997, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 16, 1964, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 2, 1977, 1, 0, 0, 0, 0;
 133, 30, 10, 43, 81, 100, 153;
 134, 29, 12, 50, 73, 104, 158;
 135, 28, 23, 45, 69, 103, 212;
 18, 1636, 194, 37, 0, 12, 15;
 6, 23, 343, 1486, 27, 0, 16;
 0, 11, 21, 119, 1519, 215, 0;
 14, 1966, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 3, 1972, 5, 0, 0, 0, 0;
 28, 1997, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 44, 1981, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 1, 5, 8, 30, 19, 480, 1152;
 6, 8, 42, 1160, 435, 43, 32;
 387, 1021, 225, 47, 21, 47, 139;
 48, 1977, 0, 0, 0, 0, 0;
 16, 2009, 0, 0, 0, 0, 0;
 8, 2017, 0, 0, 0, 0, 0;
 20, 2005, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 15, 1965, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 3, 1977, 0, 0, 0, 0, 0;
 20, 1652, 178, 28, 9, 6, 21;
 10, 19, 367, 1465, 17, 10, 4;
 0, 12, 18, 138, 1489, 222, 9;
 24, 2001, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 16, 1964, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 26, 1999, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 1, 11, 51, 448, 1197, 16, 28;
 11, 1633, 50, 18, 20, 30, 40;
 8, 1360, 323, 19, 23, 30, 33;
 10, 1926, 0, 0, 0, 0, 0;
 6, 1930, 0, 0, 0, 0, 0;
 1, 1930, 5, 0, 0, 0, 0;
 104, 34, 42, 27, 23, 88, 160;
 105, 39, 40, 24, 23, 94, 160;
 111, 37, 38, 23, 31, 92, 228;
 19, 1961, 0, 0, 0, 0, 0;
 14, 1966, 0, 0, 0, 0, 0;
 4, 1976, 0, 0, 0, 0, 0;
 34, 139, 70, 44, 60, 74, 309;
 89, 109, 54, 55, 65, 127, 853;
 155, 79, 41, 54, 68, 183, 1155;
 13, 1967, 0, 0, 0, 0, 0;
 12, 1968, 0, 0, 0, 0, 0;
 2, 1976, 2, 0, 0, 0, 0;
 8, 6, 45, 1652, 51, 33, 35;
 4, 8, 7, 41, 1676, 39, 39;
 9, 6, 741, 990, 34, 30, 27;
 8, 1928, 0, 0, 0, 0, 0;
 2, 1934, 0, 0, 0, 0, 0;
 0, 1936, 0, 0, 0, 0, 0;
 7, 7, 45, 1659, 37, 32, 37;
 3, 8, 5, 44, 1678, 31, 30;
 8, 7, 799, 935, 22, 28, 35;
 15, 1965, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 2, 1977, 1, 0, 0, 0, 0;
 0, 4, 3, 5, 16, 519, 1088;
 3, 2, 7, 1077, 522, 25, 49;
 337, 973, 284, 27, 40, 42, 155;
 15, 1965, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 1, 1976, 3, 0, 0, 0, 0;
 16, 1964, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 1, 1978, 1, 0, 0, 0, 0;
 9, 1927, 0, 0, 0, 0, 0;
 3, 1933, 0, 0, 0, 0, 0;
 0, 1934, 2, 0, 0, 0, 0;
 1, 8, 53, 412, 1235, 18, 35;
 11, 1652, 35, 16, 28, 20, 37;
 7, 1424, 266, 13, 30, 21, 35;
 42, 1983, 0, 0, 0, 0, 0;
 10, 2015, 0, 0, 0, 0, 0;
 5, 2016, 4, 0, 0, 0, 0;
 11, 1643, 148, 10, 22, 2, 29;
 6, 10, 319, 1468, 16, 14, 6;
 0, 8, 5, 97, 1521, 192, 10;
 149, 45, 39, 56, 26, 91, 182;
 155, 35, 41, 60, 29, 99, 188;
 158, 42, 37, 54, 31, 111, 242;
 27, 1998, 0, 0, 0, 0, 0;
 16, 2009, 0, 0, 0, 0, 0;
 1, 2023, 1, 0, 0, 0, 0;
 110, 64, 13, 7, 45, 53, 200;
 119, 56, 12, 8, 47, 63, 206;
 123, 55, 11, 7, 48, 75, 225;
 23, 1651, 172, 20, 21, 16, 9;
 7, 18, 311, 1512, 27, 12, 16;
 0, 13, 12, 140, 1529, 183, 11;
 23, 2002, 0, 0, 0, 0, 0;
 18, 2007, 0, 0, 0, 0, 0;
 6, 2019, 0, 0, 0, 0, 0;
 19, 1961, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 24, 2001, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 20, 1639, 189, 22, 16, 17, 22;
 8, 16, 381, 1442, 29, 18, 9;
 1, 12, 12, 116, 1520, 221, 11;
 15, 1965, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 2, 1977, 1, 0, 0, 0, 0;
 60, 1965, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 27, 1998, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 0, 2025, 0, 0, 0, 0, 0;
 13, 1593, 197, 15, 15, 6, 20;
 6, 10, 341, 1446, 17, 13, 9;
 0, 6, 9, 88, 1541, 181, 8;
 29, 1996, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 0, 2025, 0, 0, 0, 0, 0;
 26, 1999, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 11, 1969, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 104, 77, 31, 53, 33, 127, 869;
 98, 75, 38, 52, 33, 125, 676;
 122, 69, 33, 48, 43, 148, 1310;
 70, 59, 18, 14, 79, 97, 179;
 71, 59, 17, 15, 79, 103, 193;
 71, 64, 13, 15, 84, 107, 213;
 56, 88, 40, 51, 33, 123, 835;
 52, 92, 37, 52, 34, 121, 637;
 77, 81, 36, 46, 42, 123, 1293;
 26, 1999, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 4, 2020, 1, 0, 0, 0, 0;
 25, 2000, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 19, 1961, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 25, 2000, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 25, 2000, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 55, 70, 54, 38, 34, 80, 864;
 51, 69, 58, 39, 33, 67, 670;
 67, 72, 43, 48, 27, 113, 1338;
 29, 1996, 0, 0, 0, 0, 0;
 14, 2011, 0, 0, 0, 0, 0;
 1, 2024, 0, 0, 0, 0, 0;
 12, 11, 81, 1643, 91, 19, 7;
 8, 10, 6, 84, 1671, 67, 14;
 14, 10, 893, 875, 52, 13, 13;
 15, 1965, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 0, 1979, 1, 0, 0, 0, 0;
 29, 1996, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 2, 2022, 1, 0, 0, 0, 0;
 8, 10, 40, 1677, 20, 45, 24;
 2, 10, 43, 7, 1682, 32, 28;
 7, 11, 765, 966, 23, 33, 33;
 8, 1928, 0, 0, 0, 0, 0;
 6, 1930, 0, 0, 0, 0, 0;
 0, 1936, 0, 0, 0, 0, 0;
 12, 1968, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 1, 1978, 1, 0, 0, 0, 0;
 10, 76, 63, 17, 77, 76, 245;
 37, 89, 31, 24, 80, 84, 927;
 76, 71, 17, 36, 104, 86, 1325;
 164, 38, 26, 24, 28, 71, 179;
 167, 37, 27, 25, 28, 73, 190;
 179, 26, 29, 25, 32, 80, 220;
 11, 1969, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 3, 1977, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 1, 1979, 0, 0, 0, 0, 0;
 117, 41, 48, 16, 21, 54, 200;
 118, 40, 51, 17, 18, 63, 204;
 121, 42, 47, 18, 19, 67, 242;
 17, 1963, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 3, 1977, 0, 0, 0, 0, 0;
 158, 49, 28, 22, 37, 94, 216;
 163, 45, 29, 23, 69, 74, 211;
 169, 46, 24, 25, 72, 82, 218;
 145, 48, 22, 31, 38, 51, 179;
 147, 47, 22, 31, 40, 55, 180;
 159, 36, 23, 35, 35, 60, 207;
 47, 118, 44, 39, 46, 84, 328;
 97, 85, 43, 46, 36, 150, 901;
 143, 60, 37, 45, 58, 183, 1242;
 119, 44, 49, 39, 25, 64, 203;
 120, 45, 53, 35, 26, 65, 217;
 124, 43, 62, 25, 37, 58, 234;
 8, 1928, 0, 0, 0, 0, 0;
 4, 1932, 0, 0, 0, 0, 0;
 0, 1936, 0, 0, 0, 0, 0;
 67, 100, 60, 53, 66, 138, 819;
 60, 103, 62, 53, 63, 138, 640;
 92, 87, 57, 53, 68, 161, 1224;
 26, 1999, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 13, 1967, 0, 0, 0, 0, 0;
 9, 1971, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 13, 9, 80, 1672, 29, 30, 39;
 7, 10, 9, 81, 1675, 27, 46;
 13, 11, 803, 965, 18, 34, 50;
 107, 60, 51, 21, 47, 61, 231;
 118, 60, 42, 20, 51, 64, 235;
 131, 60, 30, 19, 49, 83, 267;
 9, 5, 44, 1671, 28, 22, 33;
 4, 10, 3, 43, 1683, 18, 41;
 10, 6, 711, 1025, 12, 26, 52;
 140, 16, 59, 70, 35, 108, 242;
 143, 26, 48, 83, 23, 125, 360;
 179, 55, 78, 71, 1253, 389, 0;
 123, 60, 42, 48, 66, 72, 241;
 140, 53, 44, 39, 71, 89, 370;
 202, 41, 44, 82, 1275, 381, 0;
 117, 30, 65, 24, 9, 61, 191;
 120, 45, 49, 25, 6, 79, 213;
 124, 52, 38, 25, 6, 107, 237;
 133, 40, 58, 67, 30, 104, 246;
 147, 34, 55, 66, 33, 115, 387;
 191, 71, 49, 87, 1240, 384, 3;
 24, 2001, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 44, 74, 42, 45, 24, 102, 868;
 43, 73, 42, 44, 25, 94, 703;
 65, 61, 42, 44, 28, 146, 1305;
 28, 1997, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 1, 2024, 0, 0, 0, 0, 0;
 56, 63, 38, 40, 83, 91, 908;
 54, 60, 42, 38, 77, 93, 623;
 66, 60, 40, 39, 84, 102, 1313;
 16, 1964, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 128, 28, 26, 61, 45, 71, 169;
 128, 32, 22, 71, 36, 79, 169;
 131, 37, 16, 71, 35, 90, 225;
 45, 1980, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 6, 2014, 5, 0, 0, 0, 0;
 11, 1587, 217, 18, 0, 0, 22;
 4, 12, 248, 1553, 16, 0, 3;
 0, 6, 10, 81, 1549, 187, 0;
 26, 1999, 0, 0, 0, 0, 0;
 14, 2011, 0, 0, 0, 0, 0;
 7, 2013, 5, 0, 0, 0, 0;
 113, 52, 23, 37, 71, 86, 197;
 120, 47, 23, 40, 71, 84, 211;
 126, 44, 24, 44, 72, 82, 236;
 172, 40, 58, 33, 61, 102, 212;
 175, 38, 59, 33, 64, 103, 230;
 181, 37, 59, 37, 64, 99, 275;
 104, 57, 31, 56, 87, 137, 1289;
 88, 73, 18, 67, 77, 135, 1136;
 73, 77, 21, 58, 71, 133, 936;
 113, 66, 33, 11, 63, 105, 189;
 123, 58, 32, 11, 71, 102, 200;
 135, 47, 32, 10, 76, 110, 224;
 93, 40, 24, 24, 21, 80, 175;
 95, 42, 21, 25, 20, 95, 174;
 96, 46, 16, 36, 14, 98, 204;
 22, 2003, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 7, 2018, 0, 0, 0, 0, 0;
 106, 89, 39, 55, 98, 80, 1319;
 97, 91, 44, 46, 104, 58, 1225;
 89, 90, 50, 32, 94, 72, 974;
 105, 65, 34, 16, 31, 97, 189;
 119, 53, 37, 12, 35, 95, 204;
 123, 58, 32, 10, 35, 103, 230;
 28, 1997, 0, 0, 0, 0, 0;
 11, 2014, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 131, 47, 32, 24, 34, 110, 197;
 133, 47, 36, 19, 36, 112, 201;
 143, 40, 36, 18, 59, 92, 215;
 13, 1580, 220, 20, 0, 2, 14;
 6, 9, 319, 1482, 17, 0, 7;
 0, 6, 9, 99, 1527, 192, 1;
 75, 44, 19, 26, 50, 120, 147;
 80, 39, 20, 25, 55, 117, 153;
 84, 38, 17, 28, 55, 122, 199;
 2, 10, 53, 463, 1175, 21, 30;
 12, 1621, 62, 15, 17, 33, 48;
 8, 1396, 288, 17, 17, 30, 50;
 9, 1927, 0, 0, 0, 0, 0;
 3, 1933, 0, 0, 0, 0, 0;
 0, 1934, 2, 0, 0, 0, 0;
 18, 1962, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 18, 1962, 0, 0, 0, 0, 0;
 11, 1969, 0, 0, 0, 0, 0;
 5, 1975, 0, 0, 0, 0, 0;
 0, 4, 3, 5, 12, 548, 1066;
 4, 2, 6, 1054, 540, 36, 48;
 377, 951, 262, 33, 42, 51, 124;
 190, 40, 27, 38, 53, 82, 183;
 197, 36, 29, 40, 49, 85, 201;
 204, 32, 31, 42, 46, 94, 312;
 41, 83, 33, 20, 89, 65, 836;
 37, 81, 36, 20, 91, 59, 682;
 58, 79, 19, 32, 97, 76, 1325;
 57, 60, 18, 18, 38, 43, 168;
 65, 57, 13, 18, 38, 46, 182;
 82, 42, 15, 15, 41, 48, 233;
 40, 71, 30, 45, 42, 101, 839;
 38, 68, 35, 42, 42, 97, 657;
 64, 59, 22, 51, 43, 137, 1306;
 111, 38, 37, 32, 7, 72, 192;
 120, 34, 33, 31, 45, 34, 215;
 123, 35, 33, 28, 47, 42, 257;
 51, 117, 39, 42, 27, 55, 344;
 113, 71, 42, 33, 31, 96, 923;
 153, 47, 41, 29, 42, 183, 1229;
 15, 1965, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 1, 1978, 1, 0, 0, 0, 0;
 154, 50, 39, 19, 42, 86, 188;
 161, 47, 38, 16, 45, 92, 202;
 168, 48, 30, 19, 80, 65, 243;
 128, 47, 45, 44, 17, 33, 201;
 130, 45, 46, 45, 16, 32, 216;
 136, 40, 52, 41, 18, 29, 272;
 64, 92, 43, 36, 41, 139, 602;
 95, 82, 35, 37, 51, 196, 1270;
 99, 78, 37, 36, 53, 214, 1265;
 27, 1998, 0, 0, 0, 0, 0;
 12, 2013, 0, 0, 0, 0, 0;
 3, 2022, 0, 0, 0, 0, 0;
 15, 1965, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 0, 1980, 0, 0, 0, 0, 0;
 28, 1997, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 6, 2017, 2, 0, 0, 0, 0;
 19, 1629, 198, 12, 26, 18, 30;
 7, 23, 334, 1484, 11, 27, 17;
 0, 11, 21, 121, 1552, 153, 29;
 12, 1968, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 5, 1974, 1, 0, 0, 0, 0;
 23, 2002, 0, 0, 0, 0, 0;
 10, 2015, 0, 0, 0, 0, 0;
 2, 2023, 0, 0, 0, 0, 0;
 21, 2004, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 5, 2019, 1, 0, 0, 0, 0;
 27, 95, 63, 38, 25, 58, 290;
 74, 56, 79, 21, 22, 162, 903;
 108, 54, 55, 27, 26, 255, 1211;
 22, 2003, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 9, 2016, 0, 0, 0, 0, 0;
 138, 52, 57, 48, 23, 89, 200;
 140, 59, 49, 47, 59, 57, 208;
 155, 53, 44, 46, 67, 59, 266;
 13, 1967, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 1, 1979, 0, 0, 0, 0, 0;
 102, 70, 66, 39, 40, 217, 1200;
 93, 70, 68, 41, 38, 204, 1093;
 80, 68, 74, 45, 34, 151, 939;
 129, 55, 47, 41, 33, 75, 216;
 141, 48, 46, 40, 32, 74, 228;
 151, 46, 39, 41, 62, 58, 272;
 126, 48, 34, 28, 47, 30, 228;
 132, 49, 31, 37, 36, 32, 252;
 139, 42, 34, 44, 29, 32, 318;
 169, 32, 35, 15, 21, 270, 1437;
 172, 31, 34, 19, 19, 357, 1391;
 178, 40, 58, 32, 17, 813, 887;
 27, 1998, 0, 0, 0, 0, 0;
 17, 2008, 0, 0, 0, 0, 0;
 5, 2020, 0, 0, 0, 0, 0;
 12, 1968, 0, 0, 0, 0, 0;
 10, 1970, 0, 0, 0, 0, 0;
 2, 1977, 1, 0, 0, 0, 0;
 1, 10, 9, 6, 83, 444, 1190;
 11, 9, 12, 1198, 475, 38, 45;
 388, 1076, 214, 47, 40, 48, 173;
 22, 2003, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 1, 2017, 7, 0, 0, 0, 0;
 14, 1966, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 120, 61, 39, 36, 37, 127, 170;
 127, 54, 42, 36, 37, 125, 190;
 147, 45, 37, 33, 38, 120, 264;
 45, 100, 62, 20, 74, 121, 846;
 45, 95, 64, 22, 72, 121, 648;
 62, 105, 45, 19, 95, 107, 1307;
 111, 44, 35, 32, 27, 91, 179;
 120, 41, 32, 29, 28, 95, 191;
 129, 36, 32, 27, 39, 88, 241;
 60, 96, 49, 26, 67, 127, 868;
 58, 94, 53, 22, 68, 126, 666;
 80, 87, 42, 32, 62, 162, 1290;
 20, 2005, 0, 0, 0, 0, 0;
 13, 2012, 0, 0, 0, 0, 0;
 7, 2017, 1, 0, 0, 0, 0;
 15, 1965, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 57, 1968, 0, 0, 0, 0, 0;
 15, 2010, 0, 0, 0, 0, 0;
 3, 2021, 1, 0, 0, 0, 0;
 20, 101, 52, 44, 73, 97, 265;
 64, 77, 48, 43, 86, 87, 932;
 100, 69, 37, 42, 103, 161, 1273;
 16, 1964, 0, 0, 0, 0, 0;
 7, 1973, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 100, 1726, 13, 12, 15, 11, 21;
 121, 1710, 15, 12, 16, 11, 123;
 138, 1711, 109, 52, 15, 0, 0;
 27, 1953, 0, 0, 0, 0, 0;
 13, 1967, 0, 0, 0, 0, 0;
 2, 1971, 7, 0, 0, 0, 0;
 4, 5, 4, 1668, 40, 26, 16;
 2, 2, 8, 3, 1681, 31, 26;
 4, 6, 697, 996, 27, 21, 34;
 11, 1969, 0, 0, 0, 0, 0;
 8, 1972, 0, 0, 0, 0, 0;
 4, 1975, 1, 0, 0, 0, 0;
 13, 1967, 0, 0, 0, 0, 0;
 6, 1974, 0, 0, 0, 0, 0;
 2, 1978, 0, 0, 0, 0, 0;
 5, 1931, 0, 0, 0, 0, 0;
 4, 1932, 0, 0, 0, 0, 0;
 1, 1933, 2, 0, 0, 0, 0;
 14, 1573, 214, 6, 35, 16, 9;
 5, 10, 278, 1508, 10, 31, 16;
 0, 9, 6, 86, 1574, 144, 24;
 14, 1966, 0, 0, 0, 0, 0;
 11, 1969, 0, 0, 0, 0, 0;
 6, 1970, 4, 0, 0, 0, 0;
 7, 1929, 0, 0, 0, 0, 0;
 3, 1933, 0, 0, 0, 0, 0;
 1, 1935, 0, 0, 0, 0, 0;
 128, 41, 26, 29, 42, 83, 142;
 128, 42, 27, 32, 44, 77, 160;
 135, 36, 29, 39, 38, 76, 245;
 108, 68, 36, 30, 91, 107, 1292;
 103, 70, 38, 27, 91, 82, 1190;
 92, 73, 39, 31, 79, 66, 979;
