 8, 11, 141, 1529, 148, 13, 11, 17, 6, 1, 0, 6, 12, 9, 73;
 0, 10, 5, 80, 9, 253, 1484, 16, 5, 20, 3, 0, 1, 13, 3;
 0, 0, 6, 6, 4, 77, 9, 27, 290, 1281, 176, 5, 4, 0, 2;
 1, 11, 1964, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 7, 1371, 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 5, 40, 1934, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 25, 1999, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 12, 1208, 805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 1, 72, 1952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 1, 41, 1973, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 12, 1227, 786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 6, 96, 1922, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 5, 8, 37, 10, 84, 374, 1108, 81, 9, 11, 15, 10, 11;
 0, 14, 324, 1286, 62, 10, 8, 9, 11, 11, 11, 7, 9, 26, 45;
 0, 6, 33, 1348, 292, 19, 6, 5, 11, 16, 7, 10, 10, 25, 68;
 1, 20, 2003, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 15, 1371, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 8, 76, 1941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 4, 16, 2002, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 1, 14, 1364, 646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 6, 60, 1959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 3, 5, 4, 4, 40, 3, 470, 1188, 44, 22, 9, 3, 3, 12, 60;
 0, 4, 4, 5, 3, 37, 4, 3, 94, 1578, 45, 13, 5, 4, 1;
 5, 4, 5, 3, 42, 736, 815, 133, 31, 17, 2, 4, 6, 28, 102;
 0, 26, 1993, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 14, 1565, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 4, 104, 1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 27, 1990, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 20, 1130, 875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 7, 90, 1928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 6, 7, 34, 14, 81, 388, 1103, 74, 10, 17, 7, 12, 11;
 0, 12, 373, 1237, 60, 15, 7, 8, 7, 17, 10, 7, 11, 18, 73;
 0, 8, 40, 1364, 267, 16, 8, 7, 9, 16, 10, 7, 10, 15, 64;
 0, 27, 1988, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 19, 1191, 815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 2, 106, 1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 27, 1995, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 10, 1392, 623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 3, 71, 1951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 13, 1961, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 9, 1308, 663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 52, 1928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 11, 11, 131, 1548, 145, 4, 12, 13, 3, 8, 1, 1, 5, 16, 58;
 0, 9, 6, 78, 12, 260, 1481, 11, 7, 14, 0, 9, 1, 0, 12;
 0, 0, 5, 8, 7, 74, 10, 31, 287, 1273, 180, 3, 5, 5, 0;
 0, 27, 1947, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 14, 1514, 452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 2, 53, 1913, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 2, 2, 1, 4, 3, 1, 374, 1300, 20, 7, 17, 9, 15, 14, 45;
 0, 2, 2, 0, 4, 4, 0, 3, 137, 1545, 14, 14, 8, 18, 9;
 2, 2, 2, 3, 4, 591, 1015, 83, 8, 14, 9, 20, 9, 22, 89;
 0, 12, 1958, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 7, 1415, 558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 2, 18, 1960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 15, 1964, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 6, 1256, 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 25, 1955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 7, 1925, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 4, 1384, 548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 0, 0, 17, 1918, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0;
 8, 5, 92, 1538, 144, 14, 4, 2, 7, 3, 19, 23, 2, 26, 46;
